id,text,screen_name,time
726065754618138626,#oldspice #deodorant maker sued in class action alleging deceptive packaging #advertising $PG #fraud https://t.co/7Qz6v1MS1z,ClassActionsLaw,Fri Apr 29 15:09:00 +0000 2016
726045769388711936,New post!!! Notable #Dividend  Increases – April 2016 -  https://t.co/McDvYMCi9C #Investing $IBM $JNJ $PG #consumer #tech,DvdndDiplomats,Fri Apr 29 13:49:35 +0000 2016
726045733049114626,Procter &amp; Gamble's Problems Are Not Just Skin-Deep https://t.co/0swrZ64NZT $PG,Consumer_SA,Fri Apr 29 13:49:26 +0000 2016
726042524998053888,Notable Dividend Increases – April 2016 https://t.co/FQmIwnbDma via @DvdndDiplomats $PG $IBM $JNJ,thefinancialtec,Fri Apr 29 13:36:41 +0000 2016
726041278178332672,$PG https://t.co/dZWRGe19sM Pot. resume Downtrend in pullback INTRAWEEK 60m-15m-4m combo chart #trading #stocks https://t.co/cMZS757GAU,fgusequity,Fri Apr 29 13:31:44 +0000 2016
726033507206619136,Procter &amp; Gamble: Massive Headwinds Not Priced-In https://t.co/ghJ7KqvUSi $PG,CarlosRicher,Fri Apr 29 13:00:51 +0000 2016
726032760062664705,Procter &amp; Gamble: Massive Headwinds Not Priced-In https://t.co/fgnRozUaEE $PG,Consumer_SA,Fri Apr 29 12:57:53 +0000 2016
726026071217442816,$PG #Procter&amp;Gamble Broke Uptrend Line Support and RSI https://t.co/tnU9yRsbNU FOLLOW ME https://t.co/wGY6UZi28r,totalinvestor1,Fri Apr 29 12:31:18 +0000 2016
725948116084490240,#Dow #stocks $PG Procter &amp; Gamble Co Daily:-0.16% Weekly:-1.29% YTD:1.32% Trend:17 / 100  https://t.co/rv5ZBm08QM,Top_Dow_Stocks,Fri Apr 29 07:21:32 +0000 2016
725897165059428354,Procter &amp; Gamble Co $PG Position Increased by PICTET BANK &amp; TRUST Ltd https://t.co/RoBPc55k2b,SleekMoneycom,Fri Apr 29 03:59:05 +0000 2016
725897162991652864,Procter &amp; Gamble Co $PG Shares Sold by Eagle Asset Management Inc. https://t.co/GeQMA9cJGI,SleekMoneycom,Fri Apr 29 03:59:04 +0000 2016
725893597372010496,Chemung Canal Trust Co. Increases Stake in Procter &amp; Gamble Co $PG https://t.co/XvKDD1uNLJ,AmericanBanking,Fri Apr 29 03:44:54 +0000 2016
725893554946461696,Procter &amp; Gamble Co $PG Stake Reduced by Patriot Wealth Management Inc. https://t.co/c37CIPknXg,AmericanBanking,Fri Apr 29 03:44:44 +0000 2016
725877343441444865,#PG Procter &amp; Gamble Irish arm sees dip in profit to €11.7m in year. Read more: https://t.co/omqf49nCme $PG,household_pdts,Fri Apr 29 02:40:19 +0000 2016
